,Director,No. of critics for reviews,Duration,No. of Facebook likes for Director,No. of Facebook likes for Actor 3,Actor 2,No. of Facebook likes for Actor 1,Gross Revenue,Actor 1,No. of users who voted,Total Facebook likes for cast,Actor 3,No. of users for reviews,Language,Country,Content Rating,Budget,No. of Facebook likes for Actor 2,IMDb Score,Aspect Ratio,No. of Facebook likes for Movie,Release Date,Studio,Title,Average Metacritic Score
2162,Reginald Hudlin,58.0,84.0,71.0,553.0,John Witherspoon,8000.0,13592872.0,Will Ferrell,10777,10982,Tim Meadows,79.0,English,USA,R,11000000.0,723.0,5.1,1.85,671,10/13/2000,Paramount Pictures,The Ladies Man,31.47826086956522
2163,Dustin Hoffman,175.0,98.0,0.0,123.0,Sheridan Smith,358.0,18381787.0,Luke Newberry,15684,1114,Pauline Collins,126.0,English,UK,PG-13,11000000.0,156.0,6.8,2.35,13000,01/11/2013,The Weinstein Co.,Quartet,65.76744186046511
2164,Gregory Poirier,75.0,95.0,5.0,443.0,Jake Busey,1000.0,13558739.0,Shannon Elizabeth,15427,2729,David Ogden Stiers,121.0,English,USA,R,11000000.0,660.0,5.3,1.85,449,03/30/2001,Columbia Pictures,Tomcats,24.105263157894736
2165,Bill Paxton,161.0,100.0,0.0,303.0,Powers Boothe,11000.0,13103828.0,Matthew McConaughey,59982,12237,Matt O'Leary,463.0,English,USA,R,11000000.0,472.0,7.3,1.85,5000,04/12/2002,Lions Gate Films,Frailty,65.28125
2166,Simon Curtis,203.0,109.0,64.0,553.0,Frances Fisher,16000.0,33305037.0,Ryan Reynolds,33856,17866,Elizabeth McGovern,147.0,English,UK,PG-13,11000000.0,638.0,7.3,2.35,34000,04/01/2015,The Weinstein Company,Woman in Gold,55.58064516129032
2167,Bill Condon,188.0,118.0,386.0,812.0,Oliver Platt,14000.0,10214647.0,Liam Neeson,42689,17490,Dylan Baker,204.0,English,USA,R,11000000.0,1000.0,7.1,2.35,0,11/12/2004,Fox Searchlight Pictures,Kinsey,79.375
2168,Sam Raimi,221.0,88.0,0.0,795.0,Bridget Fonda,901.0,11501093.0,Patricia Tallman,128850,3913,Embeth Davidtz,604.0,English,USA,R,13000000.0,888.0,7.6,1.85,10000,02/19/1993,Universal Pictures,Army of Darkness,59.77777777777778
2169,Dewey Nicks,66.0,86.0,4.0,424.0,Gedde Watanabe,960.0,4814244.0,Jaime King,12437,2415,Jim Rash,107.0,English,Canada,R,11000000.0,448.0,5.3,1.85,405,12/01/2002,Screen Gems,Slackers,20.321428571428573
2170,Lasse Hallström,80.0,118.0,529.0,472.0,Leonardo DiCaprio,40000.0,9170214.0,Johnny Depp,171882,69746,Kevin Tighe,292.0,English,USA,PG-13,11000000.0,29000.0,7.8,1.85,14000,12/25/1993,Paramount Pictures,What's Eating Gilbert Grape,73.15
2171,Mike Leigh,169.0,125.0,608.0,579.0,Sally Hawkins,979.0,3753806.0,Eddie Marsan,20307,3133,Imelda Staunton,165.0,English,UK,R,11000000.0,594.0,7.7,1.85,0,10/10/2004,New Line Cinema,Vera Drake,83.425
2172,Ethan Coen,535.0,104.0,1000.0,272.0,Max Casella,3000.0,13214255.0,Justin Timberlake,96233,4082,Alex Karpovsky,313.0,English,USA,R,11000000.0,275.0,7.4,1.85,26000,12/06/2013,CBS Films,Inside Llewyn Davis,91.65384615384615
2173,Tim Blake Nelson,92.0,95.0,596.0,697.0,Andrew Keegan,1000.0,16017403.0,Mekhi Phifer,17333,3300,John Heard,153.0,English,USA,R,5000000.0,835.0,6.2,1.85,0,08/31/2001,Lions Gate Films,O,59.730769230769226
2174,David Hackl,160.0,95.0,43.0,357.0,Costas Mandylor,3000.0,56729973.0,Julie Benz,88529,5286,Scott Patterson,262.0,English,USA,R,10800000.0,723.0,5.8,1.85,0,10/24/2008,Lionsgate,Saw V,27.84615384615385
2175,Ray Lawrence,75.0,118.0,10.0,48.0,Deborra-Lee Furness,172.0,399879.0,John Howard,5772,378,Max Cullen,115.0,English,Australia,R,15000000.0,71.0,6.4,2.35,302,04/27/2006,Sony Pictures Classics,Jindabyne,67.63333333333334
2176,Oliver Parker,105.0,97.0,32.0,327.0,Rupert Everett,893.0,18535191.0,Minnie Driver,12980,2640,Jeremy Northam,132.0,English,UK,PG-13,14000000.0,692.0,6.9,1.85,646,06/18/1999,Miramax Films,An Ideal Husband,69.04
2177,Jaume Balagueró,108.0,103.0,57.0,132.0,Giancarlo Giannini,541.0,22160085.0,Lena Olin,16747,1228,Francesc Pagès,349.0,English,USA,PG-13,10600000.0,451.0,5.4,2.35,1000,10/19/2004,Miramax Films,Darkness,21.875
2178,Stanley Kubrick,285.0,161.0,0.0,73.0,Gary Lockwood,273.0,56715371.0,Keir Dullea,427357,727,Glenn Beck,1736.0,English,UK,G,12000000.0,117.0,8.3,2.2,24000,01/01/1968,Warner Bros. Pictures,2001: A Space Odyssey,83.04166666666667
2179,Jon Kasdan,81.0,97.0,21.0,499.0,Elena Anaya,17000.0,11043445.0,Kristen Stewart,27689,20312,Dustin Milligan,74.0,English,USA,PG-13,10000000.0,1000.0,6.5,2.35,1000,04/20/2007,Warner Bros. Pictures,In the Land of Women,53.10344827586207
2180,Gus Van Sant,161.0,126.0,835.0,893.0,Matt Damon,49000.0,138339411.0,Robin Williams,604904,63710,Minnie Driver,682.0,English,USA,R,10000000.0,13000.0,8.3,1.85,31000,12/05/1997,Miramax Films,Good Will Hunting,73.25
2181,Darren Lynn Bousman,210.0,121.0,163.0,482.0,Shawnee Smith,723.0,80150343.0,Costas Mandylor,142115,3189,Leigh Whannell,614.0,English,USA,R,10000000.0,651.0,6.2,1.85,0,10/27/2006,Lionsgate Films,Saw III,51.8125
2182,James DeMonaco,165.0,109.0,65.0,393.0,Joseph Julian Soria,798.0,78845130.0,Frank Grillo,17596,2480,Mykelti Williamson,94.0,English,France,R,10000000.0,465.0,6.1,2.35,0,07/01/2016,Universal Pictures,The Purge: Election Year,57.903225806451616
2183,Robert Iscove,96.0,95.0,7.0,1000.0,Clea DuVall,23000.0,63319509.0,Paul Walker,67115,28734,Kieran Culkin,389.0,English,USA,PG-13,10000000.0,1000.0,5.8,1.85,0,01/29/1999,Miramax,She's All That,52.6875
2184,Darren Lynn Bousman,190.0,96.0,163.0,448.0,Shawnee Smith,723.0,63270259.0,Costas Mandylor,111087,3492,Angus Macfadyen,319.0,English,USA,R,10000000.0,651.0,5.9,1.85,0,10/26/2007,Lionsgate Films,Saw IV,39.6875
2185,Geoffrey Sax,173.0,101.0,13.0,368.0,Keegan Connor Tracy,494.0,55865715.0,Deborah Kara Unger,41763,2013,Mike Dopud,403.0,English,UK,PG-13,10000000.0,392.0,5.5,2.35,0,01/07/2005,Universal Pictures,White Noise,36.15625
2186,Tyler Perry,46.0,107.0,0.0,685.0,Cicely Tyson,1000.0,63231524.0,Boris Kodjoe,8962,5264,Blair Underwood,137.0,English,USA,PG-13,6000000.0,907.0,5.0,1.85,676,02/24/2006,Lionsgate,Madea's Family Reunion,48.111111111111114
2187,Martin Scorsese,59.0,119.0,17000.0,638.0,Bill Cobbs,10000.0,52293982.0,Tom Cruise,57831,11895,Mary Elizabeth Mastrantonio,115.0,English,USA,R,13800000.0,970.0,7.0,1.85,0,10/08/1986,Touchstone Pictures,The Color of Money,79.05882352941177
2188,Stephen Herek,22.0,100.0,65.0,577.0,Shaun Weiss,633.0,50752337.0,Lane Smith,44502,3362,Elden Henson,46.0,English,USA,PG,10000000.0,613.0,6.4,1.85,0,09/20/1992,Buena Vista Pictures,The Mighty Ducks,51.83333333333334
2189,Takashi Shimizu,203.0,98.0,70.0,634.0,Clea DuVall,4000.0,110175871.0,Sarah Michelle Gellar,115050,7461,Ted Raimi,911.0,English,USA,PG-13,10000000.0,1000.0,5.9,1.85,4000,10/22/2004,Sony Pictures Entertainment,The Grudge,53.40625
2190,Dennis Dugan,77.0,92.0,221.0,491.0,Kevin Nealon,11000.0,38624000.0,Adam Sandler,156143,13162,Frances Bay,289.0,English,USA,PG-13,12000000.0,503.0,7.0,1.85,0,02/16/1996,MCA Universal Home Video,Happy Gilmore,38.57142857142857
2191,Victor Salva,190.0,90.0,108.0,270.0,Patricia Belcher,1000.0,37470017.0,Eileen Brennan,86890,1982,Jonathan Breck,985.0,English,Germany,R,10000000.0,322.0,6.1,1.85,0,08/31/2001,MGM Pictures,Jeepers Creepers,52.29166666666666
2192,Carol Reed,56.0,153.0,82.0,139.0,Ron Moody,695.0,16800000.0,Oliver Reed,25303,1593,Jack Wild,138.0,English,UK,G,10000000.0,275.0,7.5,2.35,0,12/11/1968,Sony Pictures Home Entertainment,Oliver!,74.81818181818181
2193,John Madden,264.0,124.0,108.0,186.0,Penelope Wilton,1000.0,46377022.0,Tom Wilkinson,75306,1898,Celia Imrie,266.0,English,UK,PG-13,10000000.0,400.0,7.3,2.35,48000,05/04/2012,20th Century Fox,The Best Exotic Marigold Hotel,64.94285714285714
2194,Chuck Sheetz,44.0,82.0,6.0,345.0,Andrew Lawrence,759.0,36696761.0,Diedrich Bader,6808,2197,Dabney Coleman,38.0,English,USA,G,23000000.0,563.0,6.5,1.85,227,02/16/2001,Buena Vista Pictures,Recess: School's Out,50.35
2195,George Miller,117.0,107.0,750.0,60.0,Bruce Spence,794.0,36200000.0,Tina Turner,101840,1529,Angelo Rossitto,193.0,English,Australia,PG-13,12305523.0,531.0,6.2,2.35,0,07/10/1985,Warner Bros. Pictures,Mad Max Beyond Thunderdome,70.8888888888889
2196,William Brent Bell,159.0,97.0,19.0,130.0,Rupert Evans,4000.0,35794166.0,Lauren Cohan,35654,4687,Stephanie Lemelin,155.0,English,USA,PG-13,10000000.0,334.0,6.0,2.35,20000,08/18/2015,Chiller Films,The Boy,46.444444444444436
2197,John Erick Dowdle,273.0,80.0,66.0,816.0,Bokeem Woodbine,2000.0,33583175.0,Bojana Novakovic,104089,5628,Geoffrey Arend,319.0,English,USA,PG-13,10000000.0,904.0,6.3,2.35,16000,09/17/2010,Universal Pictures,Devil,48.28571428571429
2198,Marcus Raboy,26.0,85.0,7.0,615.0,Mike Epps,723.0,32983713.0,John Witherspoon,19284,3712,Katt Williams,66.0,English,USA,R,20000000.0,706.0,5.8,1.85,981,11/22/2002,New Line Cinema,Friday After Next,43.04166666666666
2199,Leigh Whannell,242.0,97.0,482.0,482.0,Hayley Kiyoko,852.0,52200504.0,Lin Shaye,54190,2426,Leigh Whannell,183.0,English,Canada,PG-13,10000000.0,542.0,6.1,2.35,29000,06/05/2015,Focus Features,Insidious: Chapter 3,55.346153846153854
2200,Brett Leonard,48.0,140.0,32.0,120.0,Austin O'Brien,535.0,32101000.0,Jeff Fahey,27800,1109,Troy Evans,96.0,English,UK,R,10000000.0,211.0,5.4,1.85,0,03/06/1992,Sony Pictures Home Entertainment,The Lawnmower Man,48.17647058823529
2201,Peter Sollett,166.0,90.0,6.0,617.0,Alexis Dziena,904.0,31487293.0,Ari Graynor,74887,2807,Aaron Yoo,129.0,English,USA,PG-13,9000000.0,715.0,6.7,1.85,0,10/03/2008,Sony Pictures/Screen Gems,Nick and Norah's Infinite Playlist,66.78125
2202,Bob Dolman,92.0,98.0,7.0,73.0,Eva Amurri Martino,931.0,30306281.0,Erika Christensen,12388,1917,Sal Lopez,147.0,English,USA,R,10000000.0,797.0,5.6,2.35,744,09/20/2002,Fox Searchlight Pictures,The Banger Sisters,53.51515151515152
2203,Joe Dante,78.0,101.0,287.0,257.0,Al Leong,745.0,29500000.0,Albert Brooks,25613,1954,Vic Morrow,121.0,English,USA,PG,10000000.0,730.0,6.5,1.85,0,06/24/1983,Warner Bros. Pictures,Twilight Zone: The Movie,45.625
2204,Rowdy Herrington,83.0,114.0,9.0,466.0,Kevin Tighe,623.0,30050028.0,Ben Gazzara,42987,2484,Kelly Lynch,201.0,English,USA,R,17000000.0,472.0,6.5,2.35,0,05/19/1989,United Artists,Road House,40.6
2205,John Polson,86.0,85.0,21.0,782.0,Shiri Appleby,931.0,28563926.0,Erika Christensen,16300,3819,Jason Ritter,217.0,English,USA,PG-13,8500000.0,855.0,5.0,2.35,720,09/06/2002,20th Century Fox,Swimfan,35.68421052631579
2206,Greg Coolidge,85.0,103.0,27.0,534.0,Danny Woodburn,1000.0,28435406.0,Dane Cook,37681,4441,Jessica Simpson,151.0,English,USA,PG-13,12000000.0,809.0,5.5,1.85,0,10/06/2006,Lionsgate,Employee of the Month,42.708333333333336
2207,Harry Elfont,76.0,100.0,4.0,678.0,Lauren Ambrose,982.0,25339117.0,Ethan Embry,37885,4259,Charlie Korsmo,247.0,English,USA,PG-13,10000000.0,945.0,6.5,1.85,0,06/12/1998,Columbia Pictures,Can't Hardly Wait,55.470588235294116
2208,Francis Ford Coppola,60.0,114.0,0.0,699.0,William Smith,10000.0,25600000.0,Tom Cruise,57363,12097,Tom Waits,308.0,English,USA,PG-13,10000000.0,919.0,7.2,2.35,10000,03/25/1983,Warner Bros. Pictures,The Outsiders,49.17647058823529
2209,Ciarán Foy,189.0,97.0,11.0,220.0,James Ransone,1000.0,27736779.0,Laila Haley,25210,2403,Jaden Klein,126.0,English,USA,R,10000000.0,412.0,5.2,2.35,13000,08/21/2015,Focus Features,Sinister 2,38.058823529411775
2210,Salim Akil,82.0,116.0,70.0,706.0,Curtis Armstrong,1000.0,24397469.0,Omari Hardwick,5161,5804,Mike Epps,48.0,English,USA,PG-13,17000000.0,876.0,5.7,2.35,0,09/07/2010,Revolver Entertainment,Sparkle,59.42857142857143
2211,Jamie Blanks,120.0,96.0,9.0,448.0,Jessica Capshaw,690.0,20384136.0,Marley Shelton,20467,2402,Johnny Whitworth,371.0,English,USA,R,10000000.0,533.0,4.7,2.35,0,02/02/2001,Warner Bros. Pictures,Valentine,26.588235294117645
2212,Olatunde Osunsanmi,183.0,98.0,58.0,242.0,Will Patton,14000.0,25464480.0,Milla Jovovich,63108,15251,Hakeem Kae-Kazim,330.0,English,USA,PG-13,10000000.0,537.0,5.9,2.35,15000,11/06/2009,Universal Pictures,The Fourth Kind,40.444444444444436
2213,Wes Anderson,179.0,93.0,0.0,766.0,Connie Nielsen,13000.0,17096053.0,Bill Murray,134458,15716,Olivia Williams,640.0,English,USA,R,9000000.0,933.0,7.7,2.35,5000,09/17/1998,Touchstone Pictures,Rushmore,85.4375
2214,Colin Strause,221.0,97.0,25.0,861.0,Donald Faison,929.0,21371425.0,David Zayas,76199,3679,Brittany Daniel,944.0,English,USA,PG-13,10000000.0,927.0,4.4,2.35,13000,11/12/2010,Rogue Pictures/Universal Studios,Skyline,32.44444444444444
2215,John Madden,158.0,122.0,108.0,111.0,Celia Imrie,220.0,33071558.0,Tina Desai,22369,583,Ronald Pickup,100.0,English,UK,PG,10000000.0,186.0,6.6,2.35,21000,03/06/2015,20th Century Fox,The Second Best Exotic Marigold Hotel,56.25
2216,Patricia Rozema,73.0,101.0,22.0,558.0,Jane Krakowski,918.0,17655201.0,Julia Ormond,4719,3317,Willow Smith,24.0,English,USA,G,10000000.0,624.0,6.7,1.85,851,06/20/2008,Picturehouse,Kit Kittredge: An American Girl,67.18518518518519
2217,Mark Rosman,65.0,100.0,15.0,804.0,Chris Noth,1000.0,16247775.0,Ben Feldman,23527,4789,Vanessa Lengies,104.0,English,USA,PG,25000000.0,962.0,5.5,1.85,767,06/17/2005,Universal Pictures,The Perfect Man,34.37931034482759
2218,Spike Lee,23.0,129.0,0.0,203.0,Nicholas Turturro,18000.0,16153600.0,Denzel Washington,8295,19065,Charlie Murphy,30.0,English,USA,R,10000000.0,269.0,6.5,1.85,720,12/28/2004,MCA Universal Home Video,Mo' Better Blues,63.21739130434783
2219,Ron Underwood,132.0,96.0,31.0,536.0,Ariana Richards,651.0,16667084.0,Reba McEntire,90070,3119,Michael Gross,248.0,English,USA,PG-13,11000000.0,610.0,7.1,1.85,11000,01/19/1990,MCA/Universal Pictures,Tremors,68.92307692307692
2220,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,15417771.0,Kevin Zegers,87494,3416,Julian Richings,540.0,English,USA,R,12600000.0,683.0,6.1,1.85,0,05/30/2003,20th Century Fox Distribution,Wrong Turn,39.23529411764706
2221,James Foley,91.0,110.0,164.0,45.0,Paul Ben-Victor,258.0,15156200.0,Byron Mann,15358,571,Kim Chan,131.0,English,USA,R,30000000.0,218.0,6.0,2.35,328,06/01/1998,New Line Home Entertainment,The Corruptor,62.69565217391305
2222,Jeff Nichols,368.0,130.0,337.0,820.0,Tye Sheridan,11000.0,21589307.0,Matthew McConaughey,135286,13960,Sam Shepard,261.0,English,USA,PG-13,10000000.0,1000.0,7.4,2.35,27000,04/26/2013,Lionsgate/Roadside Attractions,Mud,76.77142857142857
2223,Robert Ben Garant,89.0,84.0,134.0,307.0,Thomas Lennon,655.0,20339754.0,Wendi McLendon-Covey,23928,2737,Carlos Alazraqui,73.0,English,USA,R,10000000.0,651.0,5.9,1.85,441,02/23/2007,20th Century Fox,Reno 911!: Miami,51.95454545454545
2224,Morgan Spurlock,83.0,106.0,293.0,547.0,Zayn Malik,773.0,28873374.0,Harry Styles,22161,2787,Niall Horan,68.0,English,USA,PG,10000000.0,734.0,4.1,1.85,0,08/30/2013,Sony Pictures,One Direction: This Is Us,53.111111111111114
2225,Tuck Tucker,33.0,76.0,14.0,636.0,Vincent Schiavelli,1000.0,13684949.0,Jennifer Jason Leigh,4564,3752,Paul Sorvino,43.0,English,USA,PG,3000000.0,811.0,5.9,1.85,227,06/28/2002,Paramount Pictures,Hey Arnold! The Movie,52.60869565217392
2226,Simon Curtis,386.0,99.0,64.0,918.0,Toby Jones,13000.0,14597405.0,Eddie Redmayne,71679,17204,Julia Ormond,216.0,English,UK,R,6400000.0,2000.0,7.0,2.35,17000,11/23/2011,The Weinstein Company,My Week with Marilyn,68.02631578947367
2227,Richard Shepard,191.0,96.0,47.0,442.0,Philip Baker Hall,3000.0,12570442.0,Adam Scott,40514,4053,Hope Davis,234.0,English,USA,R,10000000.0,497.0,6.8,2.35,808,01/27/2006,The Weinstein Company,The Matador,67.22222222222223
2228,Joel Edgerton,297.0,108.0,0.0,458.0,Allison Tolman,1000.0,43771291.0,Busy Philipps,79909,3215,Wendell Pierce,279.0,English,USA,R,5000000.0,562.0,7.1,2.35,15000,12/20/2000,Paramount Classics,The Gift,70.55
2229,Jim Hanon,47.0,108.0,2.0,30.0,Chad Allen,772.0,11703287.0,Chase Ellison,4360,1058,Jack Guzman,148.0,English,USA,PG-13,10000000.0,232.0,7.0,2.35,1000,01/20/2006,Every Tribe Entertainment,End of the Spear,47.77777777777778
2230,Mike Judge,144.0,89.0,406.0,759.0,Stephen Root,989.0,10824921.0,Gary Cole,200293,3462,Diedrich Bader,621.0,English,USA,R,10000000.0,939.0,7.8,1.85,16000,02/19/1999,20th Century Fox,Office Space,70.80645161290323
2231,Tim Burton,325.0,106.0,13000.0,309.0,Danny Huston,11000.0,14479776.0,Christoph Waltz,55539,12418,Jon Polito,147.0,English,USA,PG-13,10000000.0,430.0,7.0,1.85,20000,12/25/2014,The Weinstein Company,Big Eyes,65.325
2232,Peter Berg,100.0,100.0,532.0,711.0,Daniel Stern,4000.0,9801782.0,Jon Favreau,39331,6046,Jeanne Tripplehorn,481.0,English,USA,R,10000000.0,796.0,6.3,1.85,0,11/25/1998,PolyGram,Very Bad Things,39.375
2233,Joe Nussbaum,52.0,89.0,18.0,2000.0,Alexa PenaVega,7000.0,8070311.0,Steve Carell,12706,13626,Hunter Parrish,75.0,English,USA,PG,10000000.0,2000.0,5.3,1.85,0,07/09/2004,MGM,Sleepover,39.48275862068965
2234,Jorma Taccone,163.0,95.0,434.0,472.0,Will Forte,1000.0,8460995.0,Jasper Cole,35888,2618,Powers Boothe,125.0,English,USA,R,10000000.0,622.0,5.5,2.35,0,05/21/2010,Universal/Rogue Pictures,MacGruber,46.58333333333334
2235,Stephen Frears,137.0,97.0,350.0,250.0,Benedict Wong,460.0,8111360.0,Sophie Okonedo,34848,1334,Sergi López,203.0,English,UK,R,10000000.0,372.0,7.4,1.85,0,07/18/2003,Miramax Films,Dirty Pretty Things,79.17142857142858
2236,Elizabeth Banks,180.0,94.0,0.0,3000.0,Kate Winslet,20000.0,8828771.0,Hugh Jackman,79146,41059,Seth MacFarlane,352.0,English,USA,R,6000000.0,14000.0,4.3,1.85,25000,01/25/2013,Relativity Media,Movie 43,23.39130434782609
2237,Jeff Lowell,100.0,95.0,4.0,655.0,William Morgan Sheppard,939.0,7563670.0,Stephen Root,21268,3651,Wendi McLendon-Covey,53.0,English,USA,PG-13,10000000.0,702.0,5.2,2.35,518,02/01/2008,New Line Cinema,Over Her Dead Body,37.31034482758621
2238,Tony Kaye,162.0,101.0,194.0,602.0,Beverly D'Angelo,1000.0,6712241.0,Ethan Suplee,782437,3858,Stacy Keach,1420.0,English,USA,R,7500000.0,816.0,8.6,1.85,35000,10/30/1998,New Line Cinema,American History X,66.0625
2239,Marcus Dunstan,147.0,82.0,87.0,444.0,Johanna Braddy,1000.0,6842058.0,Daniel Sharman,36029,3818,Lee Tergesen,99.0,English,USA,R,10000000.0,581.0,6.1,2.35,14000,11/30/2012,LD Entertainment,The Collection,45.25
2240,Timothy Björklund,33.0,74.0,0.0,719.0,Kelsey Grammer,886.0,6491350.0,Nathan Lane,1231,5139,Jerry Stiller,26.0,English,USA,PG,10000000.0,808.0,5.8,1.85,49,01/16/2004,Buena Vista Pictures,Teacher's Pet,72.92307692307692
2241,David Lynch,143.0,112.0,0.0,201.0,Richard Farnsworth,874.0,6197866.0,Sissy Spacek,63733,1351,Everett McGill,414.0,English,France,G,10000000.0,262.0,8.0,2.35,0,10/15/1999,Buena Vista Pictures,The Straight Story,86.21875
2242,Scott Kalvert,38.0,96.0,9.0,934.0,James Franco,12000.0,6044618.0,Norman Reedus,6200,26961,Frankie Muniz,92.0,English,USA,R,10000000.0,11000.0,5.6,2.35,398,05/03/2002,MGM,Deuces Wild,24.714285714285715
2243,Jason Bateman,126.0,89.0,0.0,322.0,Philip Baker Hall,628.0,7764027.0,Beth Grant,38459,2061,Patricia Belcher,119.0,English,USA,R,10000000.0,497.0,6.7,2.35,0,03/28/2014,Focus Features,Bad Words,59.5
2244,Mike Binder,91.0,121.0,57.0,664.0,Gillian Jacobs,1000.0,21569041.0,Jennifer Ehle,8058,3745,Jillian Estell,57.0,English,USA,PG-13,9000000.0,837.0,6.6,2.35,0,01/30/2015,Relativity Media,Black or White,51.0
2245,Werner Herzog,198.0,120.0,0.0,294.0,Toby Huss,23000.0,5484375.0,Christian Bale,84641,24270,François Chau,205.0,English,USA,PG-13,10000000.0,342.0,7.3,1.85,0,07/27/2007,MGM,Rescue Dawn,77.8888888888889
2246,Luca Guadagnino,181.0,120.0,64.0,72.0,Waris Ahluwalia,144.0,5004648.0,Flavio Parenti,14031,474,Alba Rohrwacher,114.0,Italian,Italy,R,10000000.0,110.0,7.0,1.85,0,06/18/2010,Magnolia Pictures,I Am Love,79.03125
2247,Steven Soderbergh,111.0,89.0,0.0,132.0,Lesley Ann Warren,402.0,3193102.0,Peter Fonda,24412,1335,William Lucking,240.0,English,USA,R,9000000.0,296.0,7.1,1.85,944,10/08/1999,Artisan Pictures,The Limey,75.96875
2248,Victor Salva,44.0,120.0,108.0,400.0,Tim DeKay,634.0,1055654.0,Scott Mechlowicz,20426,2673,Agnes Bruckner,175.0,English,Germany,PG-13,10000000.0,436.0,7.3,2.35,0,06/02/2006,Universal,Peaceful Warrior,44.17391304347826
2249,Jason Zada,185.0,93.0,4.0,4.0,Stephanie Vogt,533.0,26583369.0,Eoin Macken,20837,578,Gen Seto,127.0,English,USA,PG-13,10000000.0,35.0,4.8,1.85,10000,01/08/2016,Gramercy Pictures,The Forest,40.36666666666667
2250,Noah Baumbach,270.0,97.0,387.0,64.0,Maria Dizzia,6000.0,7574066.0,Naomi Watts,30325,6322,Dree Hemingway,96.0,English,USA,R,10000000.0,139.0,6.3,1.85,0,03/27/2015,A24,While We're Young,77.31818181818181
2251,Chris Weitz,94.0,98.0,129.0,221.0,Eddie 'Piolin' Sotelo,749.0,1754319.0,Demián Bichir,13174,2214,Robert Peters,81.0,English,USA,PG-13,10000000.0,252.0,7.2,1.85,0,06/24/2011,Summit Entertainment,A Better Life,68.86666666666666
2252,Eric Blakeney,49.0,101.0,3.0,826.0,Oliver Platt,14000.0,1631839.0,Liam Neeson,5936,17665,Mitch Pileggi,91.0,English,USA,R,10000000.0,1000.0,5.7,1.85,242,09/08/2017,Studio Not Available,Gun Shy,43.7
2253,Douglas McGrath,80.0,132.0,41.0,1000.0,Anne Hathaway,16000.0,1309849.0,Charlie Hunnam,9395,29177,Jim Broadbent,103.0,English,UK,PG,10000000.0,11000.0,7.2,2.35,0,12/27/2002,United Artists,Nicholas Nickleby,73.15625
2254,Ariel Vromen,221.0,106.0,34.0,683.0,James Franco,11000.0,1939441.0,Chris Evans,55567,23187,Robert Davi,144.0,English,USA,R,10000000.0,11000.0,6.9,1.85,20000,05/03/2013,Millennium Entertainment,The Iceman,62.53571428571429
2255,William Friedkin,376.0,98.0,607.0,251.0,Scott A. Martin,11000.0,1987762.0,Matthew McConaughey,59297,11853,Carol Sutton,216.0,English,USA,R,11000000.0,414.0,6.7,1.85,12000,07/27/2012,Independent Pictures,Killer Joe,65.13157894736842
2256,Derrick Borte,144.0,96.0,17.0,688.0,Gary Cole,2000.0,1474508.0,Demi Moore,33473,4607,Robert Pralgo,88.0,English,USA,R,5000000.0,989.0,6.5,2.35,0,04/16/2010,Roadside Attractions,The Joneses,59.23333333333333
2257,Richard Kwietniowski,82.0,104.0,23.0,232.0,Minnie Driver,22000.0,1011054.0,Philip Seymour Hoffman,10585,23513,Maury Chaykin,83.0,English,Canada,R,10000000.0,893.0,7.2,2.35,0,05/02/2003,Sony Pictures Classics,Owning Mahowny,71.86206896551724
2258,Kar-Wai Wong,192.0,95.0,0.0,20.0,Norah Jones,20000.0,866778.0,Natalie Portman,44208,20364,Adriane Lenox,117.0,English,Hong Kong,PG-13,10000000.0,329.0,6.7,2.35,0,05/16/2007,The Weinstein Company,My Blueberry Nights,56.148148148148145
2259,Guy Ritchie,71.0,89.0,0.0,119.0,Jeanne Tripplehorn,990.0,598645.0,Bruce Greenwood,13145,2006,David Thornton,215.0,English,UK,R,10000000.0,711.0,3.6,1.85,725,10/11/2002,Screen Gems,Swept Away,25.592592592592588
2260,Joshua Seftel,79.0,107.0,0.0,91.0,Sergej Trifunovic,603.0,578527.0,Bashar Rahal,20008,988,Ned Bellamy,112.0,English,USA,R,10000000.0,175.0,5.7,1.78,883,05/23/2008,First Look Pictures,"War, Inc.",43.714285714285715
